8, 6
24, 6
40, 6
56, 6
72, 6
88, 6
104, 6
120, 6
136, 6
152, 6
168, 6
184, 6
200, 6
216, 6
232, 6
248, 6
264, 6
280, 6
296, 6
312, 6
328, 6
344, 6
360, 6
376, 6
392, 6
408, 6
424, 6
440, 6
456, 6
472, 6
488, 6
504, 6
520, 6
536, 6
552, 6
568, 6
584, 6
600, 6
616, 6
632, 6
648, 6
664, 6
680, 6
696, 6
712, 6
728, 6
744, 6
760, 6
776, 6
792, 6
8, 18
24, 18
40, 18
56, 18
72, 18
88, 18
104, 18
120, 18
136, 18
152, 18
168, 18
184, 18
200, 18
216, 18
232, 18
248, 18
264, 18
280, 18
296, 18
312, 18
328, 18
344, 18
360, 18
376, 18
392, 18
408, 18
424, 18
440, 18
456, 18
472, 18
488, 18
504, 18
520, 18
536, 18
552, 18
568, 18
584, 18
600, 18
616, 18
632, 18
648, 18
664, 18
680, 18
696, 18
712, 18
728, 18
744, 18
760, 18
776, 18
792, 18
8, 30
24, 30
40, 30
56, 30
72, 30
88, 30
104, 30
120, 30
136, 30
152, 30
168, 30
184, 30
200, 30
216, 30
232, 30
248, 30
264, 30
280, 30
296, 30
312, 30
328, 30
344, 30
360, 30
376, 30
392, 30
408, 30
424, 30
440, 30
456, 30
472, 30
488, 30
504, 30
520, 30
536, 30
552, 30
568, 30
584, 30
600, 30
616, 30
632, 30
648, 30
664, 30
680, 30
696, 30
712, 30
728, 30
744, 30
760, 30
776, 30
792, 30
8, 42
24, 42
40, 42
56, 42
72, 42
88, 42
104, 42
120, 42
136, 42
152, 42
168, 42
184, 42
200, 42
216, 42
232, 42
248, 42
264, 42
280, 42
296, 42
312, 42
328, 42
344, 42
360, 42
376, 42
392, 42
408, 42
424, 42
440, 42
456, 42
472, 42
488, 42
504, 42
520, 42
536, 42
552, 42
568, 42
584, 42
600, 42
616, 42
632, 42
648, 42
664, 42
680, 42
696, 42
712, 42
728, 42
744, 42
760, 42
776, 42
792, 42
8, 54
24, 54
40, 54
56, 54
72, 54
88, 54
104, 54
120, 54
136, 54
152, 54
168, 54
184, 54
200, 54
216, 54
232, 54
248, 54
264, 54
280, 54
296, 54
312, 54
328, 54
344, 54
360, 54
376, 54
392, 54
408, 54
424, 54
440, 54
456, 54
472, 54
488, 54
504, 54
520, 54
536, 54
552, 54
568, 54
584, 54
600, 54
616, 54
632, 54
648, 54
664, 54
680, 54
696, 54
712, 54
728, 54
744, 54
760, 54
776, 54
792, 54
8, 66
24, 66
40, 66
56, 66
72, 66
88, 66
104, 66
120, 66
136, 66
152, 66
168, 66
184, 66
200, 66
216, 66
232, 66
248, 66
264, 66
280, 66
296, 66
312, 66
328, 66
344, 66
360, 66
376, 66
392, 66
408, 66
424, 66
440, 66
456, 66
472, 66
488, 66
504, 66
520, 66
536, 66
552, 66
568, 66
584, 66
600, 66
616, 66
632, 66
648, 66
664, 66
680, 66
696, 66
712, 66
728, 66
744, 66
760, 66
776, 66
792, 66
8, 78
24, 78
40, 78
56, 78
72, 78
88, 78
104, 78
120, 78
136, 78
152, 78
168, 78
184, 78
200, 78
216, 78
232, 78
248, 78
264, 78
280, 78
296, 78
312, 78
328, 78
344, 78
360, 78
376, 78
392, 78
408, 78
424, 78
440, 78
456, 78
472, 78
488, 78
504, 78
520, 78
536, 78
552, 78
568, 78
584, 78
600, 78
616, 78
632, 78
648, 78
664, 78
680, 78
696, 78
712, 78
728, 78
744, 78
760, 78
776, 78
792, 78
8, 90
24, 90
40, 90
56, 90
72, 90
88, 90
104, 90
120, 90
136, 90
152, 90
168, 90
184, 90
200, 90
216, 90
232, 90
248, 90
264, 90
280, 90
296, 90
312, 90
328, 90
344, 90
360, 90
376, 90
392, 90
408, 90
424, 90
440, 90
456, 90
472, 90
488, 90
504, 90
520, 90
536, 90
552, 90
568, 90
584, 90
600, 90
616, 90
632, 90
648, 90
664, 90
680, 90
696, 90
712, 90
728, 90
744, 90
760, 90
776, 90
792, 90
8, 102
24, 102
40, 102
56, 102
72, 102
88, 102
104, 102
120, 102
136, 102
152, 102
168, 102
184, 102
200, 102
216, 102
232, 102
248, 102
264, 102
280, 102
296, 102
312, 102
328, 102
344, 102
360, 102
376, 102
392, 102
408, 102
424, 102
440, 102
456, 102
472, 102
488, 102
504, 102
520, 102
536, 102
552, 102
568, 102
584, 102
600, 102
616, 102
632, 102
648, 102
664, 102
680, 102
696, 102
712, 102
728, 102
744, 102
760, 102
776, 102
792, 102
8, 114
24, 114
40, 114
56, 114
72, 114
88, 114
104, 114
120, 114
136, 114
152, 114
168, 114
184, 114
200, 114
216, 114
232, 114
248, 114
264, 114
280, 114
296, 114
312, 114
328, 114
344, 114
360, 114
376, 114
392, 114
408, 114
424, 114
440, 114
456, 114
472, 114
488, 114
504, 114
520, 114
536, 114
552, 114
568, 114
584, 114
600, 114
616, 114
632, 114
648, 114
664, 114
680, 114
696, 114
712, 114
728, 114
744, 114
760, 114
776, 114
792, 114
8, 126
24, 126
40, 126
56, 126
72, 126
88, 126
104, 126
120, 126
136, 126
152, 126
168, 126
184, 126
200, 126
216, 126
232, 126
248, 126
264, 126
280, 126
296, 126
312, 126
328, 126
344, 126
360, 126
376, 126
392, 126
408, 126
424, 126
440, 126
456, 126
472, 126
488, 126
504, 126
520, 126
536, 126
552, 126
568, 126
584, 126
600, 126
616, 126
632, 126
648, 126
664, 126
680, 126
696, 126
712, 126
728, 126
744, 126
760, 126
776, 126
792, 126
8, 138
24, 138
40, 138
56, 138
72, 138
88, 138
104, 138
120, 138
136, 138
152, 138
168, 138
184, 138
200, 138
216, 138
232, 138
248, 138
264, 138
280, 138
296, 138
312, 138
328, 138
344, 138
360, 138
376, 138
392, 138
408, 138
424, 138
440, 138
456, 138
472, 138
488, 138
504, 138
520, 138
536, 138
552, 138
568, 138
584, 138
600, 138
616, 138
632, 138
648, 138
664, 138
680, 138
696, 138
712, 138
728, 138
744, 138
760, 138
776, 138
792, 138
8, 150
24, 150
40, 150
56, 150
72, 150
88, 150
104, 150
120, 150
136, 150
152, 150
168, 150
184, 150
200, 150
216, 150
232, 150
248, 150
264, 150
280, 150
296, 150
312, 150
328, 150
344, 150
360, 150
376, 150
392, 150
408, 150
424, 150
440, 150
456, 150
472, 150
488, 150
504, 150
520, 150
536, 150
552, 150
568, 150
584, 150
600, 150
616, 150
632, 150
648, 150
664, 150
680, 150
696, 150
712, 150
728, 150
744, 150
760, 150
776, 150
792, 150
8, 162
24, 162
